release_period,state,facility_id,completed_surveys,response_rate
2020,AL,10033,5241,17
2020,AL,10034,145,30
2020,AL,10035,436,20
2020,AL,10036,312,18
2020,AL,10038,299,17
2020,AL,10039,1418,22
2020,AL,10040,845,20
2020,AL,10044,80,21
2020,AL,10045,154,26
2020,AL,10046,417,28
2020,AL,10049,478,17
2020,AL,10051,29,25
2020,AL,10052,161,25
2020,AL,10055,968,25
2020,AL,10056,3327,35
2020,AL,10058,49,17
2020,AL,10059,62,16
2020,AL,10061,251,24
2020,AL,10062,162,26
2020,AL,10065,389,26
2020,AL,10069,181,28
2020,AL,10073,115,38
2020,AL,10078,1036,18
2020,AL,10079,483,21
2020,AL,10083,1150,30
2020,AL,10085,371,18
2020,AL,10086,194,31
2020,AL,10087,1002,23
2020,AL,10089,592,18
2020,AL,10090,1261,31
2020,AL,10091,71,20
2020,AL,10092,1689,16
2020,AL,10095,81,32
2020,AL,10097,115,30
2020,AL,10099,278,24
2020,AL,10100,1217,32
2020,AL,10101,258,18
2020,AL,10103,1029,20
2020,AL,10104,1623,27
2020,AL,10108,442,20
2020,AL,10109,41,18
2020,AL,10112,105,19
2020,AL,10113,1311,31
2020,AL,10114,858,17
2020,AL,10118,394,13
2020,AL,10120,155,26
2020,AL,10125,271,33
2020,AL,10126,264,27
2020,AL,10128,76,19
2020,AL,10129,403,29
2020,AL,10130,346,34
2020,AL,10131,1251,27
2020,AL,10139,1005,15
2020,AL,10144,2427,27
2020,AL,10148,202,18
2020,AL,10149,609,17
2020,AL,01014F,357,28
2020,AL,10150,102,18
2020,AL,10157,222,20
2020,AL,10158,183,16
2020,AL,10164,432,23
2020,AL,10168,422,41
2020,AL,10169,302,35
2020,AL,10173,194,36
2020,AL,01019F,110,22
2020,AL,11300,28,28
2020,AL,11302,66,27
2020,AL,11305,128,27
2020,AK,20001,1491,19
2020,AK,20006,495,14
2020,AK,20008,280,22
2020,AK,20012,430,18
2020,AK,20017,1304,29
2020,AK,20018,250,31
2020,AK,20024,375,19
2020,AK,20026,756,12
2020,AK,02013F,419,32
2020,AK,02014F,199,26
2020,AK,21306,56,18
2020,AK,21308,28,6
2020,AK,21311,139,18
2020,AK,21313,175,29
2020,AZ,30002,891,28
2020,AZ,30006,5253,23
2020,AZ,30007,750,28
2020,AZ,30010,994,20
2020,AZ,30011,1091,18
2020,AZ,30012,580,32
2020,AZ,30013,856,18
2020,AZ,30014,1477,20
2020,AZ,30016,695,28
2020,AZ,30022,333,8
2020,AZ,30023,733,25
2020,AZ,30024,3698,16
2020,AZ,30030,629,15
2020,AZ,30036,3680,19
2020,AZ,30037,684,18
2020,AZ,30038,1166,23
2020,AZ,30043,684,25
2020,AZ,30055,643,25
2020,AZ,30061,596,30
2020,AZ,30062,394,22
2020,AZ,30064,712,26
2020,AZ,30065,726,25
2020,AZ,30068,326,38
2020,AZ,30069,422,32
2020,AZ,30071,120,10
2020,AZ,30073,579,34
2020,AZ,30078,327,21
2020,AZ,30083,637,17
2020,AZ,30084,331,36
2020,AZ,30085,1198,28
2020,AZ,30087,2216,27
2020,AZ,30088,511,26
2020,AZ,30089,561,24
2020,AZ,30092,1898,22
2020,AZ,30093,616,25
2020,AZ,30094,1827,17
2020,AZ,30101,790,25
2020,AZ,30103,449,32
2020,AZ,30105,484,30
2020,AZ,30107,815,59
2020,AZ,30108,1099,56
2020,AZ,30110,946,17
2020,AZ,30111,632,24
2020,AZ,30112,394,51
2020,AZ,30113,90,23
2020,AZ,30114,1404,44
2020,AZ,30115,684,28
2020,AZ,30117,432,24
2020,AZ,30119,2372,20
2020,AZ,30121,958,24
2020,AZ,30122,617,24
2020,AZ,30123,965,35
2020,AZ,03012F,399,33
2020,AZ,30130,687,23
2020,AZ,30131,559,56
2020,AZ,30134,180,31
2020,AZ,30136,27,10
2020,AZ,30137,443,41
2020,AZ,03013F,351,39
2020,AZ,03033F,294,39
2020,AZ,31300,103,29
2020,AZ,31302,42,27
2020,AZ,31304,74,29
2020,AZ,31309,28,19
2020,AZ,31311,137,19
2020,AZ,31312,33,17
2020,AZ,31313,151,16
2020,AZ,31314,349,29
2020,AZ,31315,114,24
2020,AZ,31317,165,25
2020,AZ,31318,213,25
2020,AR,40001,254,19
2020,AR,40002,248,19
2020,AR,40004,866,29
2020,AR,40007,1107,24
2020,AR,40010,1688,35
2020,AR,40011,221,21
2020,AR,40014,974,31
2020,AR,40015,119,20
2020,AR,40016,963,16
2020,AR,40017,442,22
2020,AR,40018,86,20
2020,AR,40019,211,12
2020,AR,40020,2642,23
2020,AR,40022,1176,18
2020,AR,40026,997,24
2020,AR,40027,692,28
2020,AR,40029,1455,23
2020,AR,40036,1219,22
2020,AR,40039,434,17
2020,AR,40041,407,19
2020,AR,40047,109,28
2020,AR,40050,139,18
2020,AR,40051,251,18
2020,AR,40055,956,20
2020,AR,40062,2649,34
2020,AR,40067,167,27
2020,AR,40069,164,15
2020,AR,40071,1105,20
2020,AR,40072,208,28
2020,AR,40076,182,24
2020,AR,40078,623,23
2020,AR,40084,424,22
2020,AR,40085,140,15
2020,AR,40088,519,20
2020,AR,04009F,518,42
2020,AR,04010F,421,39
2020,AR,40114,2835,21
2020,AR,40118,782,21
2020,AR,40119,678,16
2020,AR,40134,1872,34
2020,AR,40137,497,22
2020,AR,40147,863,49
2020,AR,40152,378,31
2020,AR,40153,88,18
2020,AR,40154,670,24
2020,AR,41300,33,46
2020,AR,41302,31,17
2020,AR,41303,42,36
2020,AR,41304,26,25
2020,AR,41305,50,38
2020,AR,41306,43,24
2020,AR,41307,149,31
2020,AR,41309,33,29
2020,AR,41310,51,17
2020,AR,41311,80,23
2020,AR,41312,154,30
2020,AR,41313,85,26
2020,AR,41314,32,28
2020,AR,41316,48,19
2020,AR,41318,52,36
2020,AR,41321,170,19
2020,AR,41322,85,21
2020,AR,41323,115,18
2020,AR,41324,93,23
2020,AR,41326,46,8
2020,AR,41327,100,28
2020,AR,41328,72,17
2020,AR,41329,76,37
2020,AR,41330,98,28
2020,AR,41331,44,16
2020,CA,50002,603,23
2020,CA,50006,473,23
2020,CA,50007,1450,29
2020,CA,50008,428,24
2020,CA,50009,654,22
2020,CA,50013,565,28
2020,CA,50014,368,22
2020,CA,50017,2364,23
2020,CA,50022,1982,17
2020,CA,50024,431,26
2020,CA,50025,2196,19
2020,CA,50026,3123,18
2020,CA,50028,223,18
2020,CA,50030,549,21
2020,CA,50036,1722,15
2020,CA,50038,1432,27
2020,CA,50039,1375,18
2020,CA,50040,322,15
2020,CA,50042,354,17
2020,CA,50043,1337,21
2020,CA,50045,464,13
2020,CA,50047,1877,24
2020,CA,50054,374,20
2020,CA,50055,753,25
2020,CA,50056,318,14
2020,CA,50057,1741,22
2020,CA,50058,749,13
2020,CA,50060,1026,20
2020,CA,50063,912,17
2020,CA,50067,61,15
2020,CA,50069,449,22
2020,CA,50070,1113,29
2020,CA,50071,3549,27
2020,CA,50072,2288,29
2020,CA,50073,1634,25
2020,CA,50075,3685,26
2020,CA,50076,3019,33
2020,CA,50077,2884,17
2020,CA,50078,442,16
2020,CA,50082,1330,17
2020,CA,50084,2120,15
2020,CA,50089,482,9
2020,CA,50090,146,26
2020,CA,50091,586,22
2020,CA,50093,2200,20
2020,CA,50099,2444,21
2020,CA,50100,5322,22
2020,CA,50101,390,17
2020,CA,50102,446,17
2020,CA,50103,824,28
2020,CA,50104,636,10
2020,CA,50107,2135,21
2020,CA,50108,2384,24
2020,CA,50110,269,19
2020,CA,50112,597,21
2020,CA,50113,253,17
2020,CA,50115,1843,23
2020,CA,50116,1534,18
2020,CA,50118,430,15
2020,CA,50121,1192,24
2020,CA,50122,430,21
2020,CA,50124,472,22
2020,CA,50125,1266,13
2020,CA,50126,382,15
2020,CA,50127,439,19
2020,CA,50128,548,26
2020,CA,50129,1509,14
2020,CA,50131,517,33
2020,CA,50132,1104,21
2020,CA,50133,424,18
2020,CA,50135,740,12
2020,CA,50136,371,21
2020,CA,50137,1637,25
2020,CA,50138,5055,29
2020,CA,50139,2516,20
2020,CA,50140,5391,23
2020,CA,50145,736,28
2020,CA,50149,1177,9
2020,CA,50150,654,21
2020,CA,50152,321,15
2020,CA,50158,158,16
2020,CA,50159,393,15
2020,CA,05015F,1013,41
2020,CA,50167,551,16
2020,CA,50168,996,23
2020,CA,50169,822,22
2020,CA,50174,1512,25
2020,CA,50179,829,18
2020,CA,50180,413,25
2020,CA,50189,80,13
2020,CA,50191,976,11
2020,CA,50192,384,27
2020,CA,50194,346,15
2020,CA,50195,1355,20
2020,CA,50197,1326,31
2020,CA,50204,691,18
2020,CA,50205,50,17
2020,CA,05020F,577,25
2020,CA,50211,243,14
2020,CA,50222,1718,16
2020,CA,50224,4150,24
2020,CA,50225,29,16
2020,CA,50226,1117,18
2020,CA,50228,1046,11
2020,CA,05022F,2651,30
2020,CA,50230,450,28
2020,CA,50231,958,15
2020,CA,50232,1149,32
2020,CA,50234,534,33
2020,CA,50235,694,19
2020,CA,50236,444,15
2020,CA,50238,722,21
2020,CA,50239,1294,14
2020,CA,50242,1582,23
2020,CA,50243,934,17
2020,CA,50245,852,9
2020,CA,50248,740,41
2020,CA,50254,337,22
2020,CA,50257,114,13
2020,CA,05025F,347,33
2020,CA,50261,768,24
2020,CA,50262,749,22
2020,CA,50272,1581,19
2020,CA,50276,671,14
2020,CA,50278,1350,18
2020,CA,50279,270,18
2020,CA,05027F,381,30
2020,CA,50280,1905,22
2020,CA,50281,591,22
2020,CA,50283,854,20
2020,CA,50289,404,25
2020,CA,50290,1401,27
2020,CA,50291,859,26
2020,CA,50292,421,11
2020,CA,50295,1179,13
2020,CA,50296,282,21
2020,CA,50298,184,12
2020,CA,50300,1320,14
2020,CA,50301,497,23
2020,CA,50305,1247,17
2020,CA,50308,2083,26
2020,CA,50309,1889,27
2020,CA,05030F,395,36
2020,CA,50313,384,19
2020,CA,50315,358,10
2020,CA,05031F,357,34
2020,CA,50320,1338,20
2020,CA,50324,3693,28
2020,CA,50327,1041,22
2020,CA,50329,554,15
2020,CA,50334,1471,20
2020,CA,50335,500,21
2020,CA,50336,498,18
2020,CA,50342,412,11
2020,CA,50348,1656,17
2020,CA,50350,1034,14
2020,CA,50351,2386,27
2020,CA,50352,440,26
2020,CA,50353,683,18
2020,CA,50357,709,45
2020,CA,50360,1465,28
2020,CA,50367,402,17
2020,CA,50373,594,12
2020,CA,50376,526,14
2020,CA,50378,276,16
2020,CA,50380,1759,16
2020,CA,50382,1308,17
2020,CA,50390,585,16
2020,CA,50393,1282,22
2020,CA,50394,1015,26
2020,CA,50396,3367,30
2020,CA,05039F,155,27
2020,CA,50407,249,31
2020,CA,50411,1739,21
2020,CA,50414,1093,22
2020,CA,50417,306,17
2020,CA,05041F,84,22
2020,CA,50423,55,17
2020,CA,50424,2234,36
2020,CA,50425,2160,27
2020,CA,50426,434,23
2020,CA,50438,274,20
2020,CA,50441,4488,24
2020,CA,50444,1055,13
2020,CA,50454,574,22
2020,CA,50455,677,21
2020,CA,50457,693,24
2020,CA,50464,1135,18
2020,CA,50468,411,15
2020,CA,50471,900,25
2020,CA,50481,727,14
2020,CA,50485,3562,21
2020,CA,50488,789,20
2020,CA,50492,575,20
2020,CA,50496,342,24
2020,CA,50498,538,33
2020,CA,50502,559,18
2020,CA,50503,2188,25
2020,CA,50506,590,16
2020,CA,50510,1044,39
2020,CA,50512,736,28
2020,CA,50515,5454,29
2020,CA,50516,2354,19
2020,CA,50517,883,22
2020,CA,50523,749,14
2020,CA,50526,289,17
2020,CA,50528,195,15
2020,CA,50534,923,20
2020,CA,50537,661,22
2020,CA,50541,1944,30
2020,CA,50549,1581,14
2020,CA,50551,749,15
2020,CA,50557,1840,20
2020,CA,50561,1413,20
2020,CA,50567,1207,25
2020,CA,50568,390,14
2020,CA,50570,883,16
2020,CA,50573,4202,30
2020,CA,50580,319,21
2020,CA,50581,867,16
2020,CA,50586,438,29
2020,CA,50588,442,28
2020,CA,50589,308,15
2020,CA,50590,869,13
2020,CA,50597,431,19
2020,CA,50599,3235,18
2020,CA,50603,2577,29
2020,CA,50604,2283,26
2020,CA,50608,322,22
2020,CA,50609,5235,28
2020,CA,50616,630,26
2020,CA,50624,495,21
2020,CA,50625,1465,23
2020,CA,50633,613,20
2020,CA,50636,576,24
2020,CA,50641,549,25
2020,CA,50663,495,16
2020,CA,50674,2459,22
2020,CA,50677,1683,27
2020,CA,50678,2430,26
2020,CA,50684,336,18
2020,CA,50686,1597,20
2020,CA,50689,429,13
2020,CA,50690,2132,30
2020,CA,50696,1114,23
2020,CA,50697,106,60
2020,CA,50701,1427,16
2020,CA,50704,365,15
2020,CA,50708,708,48
2020,CA,50709,440,32
2020,CA,50710,1665,27
2020,CA,50714,320,29
2020,CA,50717,282,16
2020,CA,50723,1882,23
2020,CA,50724,463,23
2020,CA,50726,193,51
2020,CA,50735,906,20
2020,CA,50736,709,25
2020,CA,50737,1085,23
2020,CA,50738,325,22
2020,CA,50739,534,23
2020,CA,50740,619,24
2020,CA,50742,321,13
2020,CA,50744,355,20
2020,CA,50745,190,16
2020,CA,50746,538,19
2020,CA,50747,404,17
2020,CA,50748,1863,20
2020,CA,50755,402,19
2020,CA,50757,420,25
2020,CA,50758,373,27
2020,CA,50760,1123,22
2020,CA,50761,1019,19
2020,CA,50763,80,7
2020,CA,50764,422,36
2020,CA,50765,704,19
2020,CA,50766,227,46
2020,CA,50767,1161,25
2020,CA,50769,922,49
2020,CA,50770,430,19
2020,CA,50771,182,13
2020,CA,50772,4263,26
2020,CA,50775,1120,16
2020,CA,50776,105,12
2020,CA,50777,1837,22
2020,CA,50778,557,17
2020,CA,50779,714,9
2020,CA,50780,240,18
2020,CA,50782,187,37
2020,CA,05114F,382,34
2020,CA,05127F,371,32
2020,CA,05128F,348,27
2020,CA,51300,41,29
2020,CA,51301,108,25
2020,CA,51303,193,31
2020,CA,51304,44,19
2020,CA,05130F,345,34
2020,CA,51310,347,27
2020,CA,51311,65,27
2020,CA,51312,57,22
2020,CA,51314,57,17
2020,CA,51315,35,24
2020,CA,51316,230,24
2020,CA,51317,182,22
2020,CA,51318,184,19
2020,CA,51319,152,23
2020,CA,51320,148,24
2020,CA,51321,135,27
2020,CA,51323,57,15
2020,CA,51324,149,21
2020,CA,51325,164,28
2020,CA,51326,70,20
2020,CA,51328,391,27
2020,CA,51329,233,16
2020,CA,51330,36,24
2020,CA,51331,55,40
2020,CA,51332,126,20
2020,CA,51334,114,31
2020,CO,60001,678,32
2020,CO,60003,354,21
2020,CO,60004,422,17
2020,CO,60006,484,32
2020,CO,60008,367,26
2020,CO,60009,1870,24
2020,CO,60010,2777,29
2020,CO,60011,1744,22
2020,CO,60012,212,31
2020,CO,60013,401,26
2020,CO,60014,1117,17
2020,CO,60015,323,23
2020,CO,60020,3384,22
2020,CO,60022,3945,21
2020,CO,60023,2262,25
2020,CO,60024,5223,20
2020,CO,60027,674,29
2020,CO,60028,4329,27
2020,CO,60030,504,27
2020,CO,60031,468,26
2020,CO,60032,1105,15
2020,CO,60034,1469,16
2020,CO,06003F,1203,36
2020,CO,60044,114,17
2020,CO,60049,362,33
2020,CO,60054,555,33
2020,CO,06005F,448,43
2020,CO,60064,316,29
2020,CO,60065,837,16
2020,CO,60071,251,26
2020,CO,60075,478,22
2020,CO,60076,171,28
2020,CO,06007F,277,47
2020,CO,60096,364,31
2020,CO,60100,1167,18
2020,CO,60103,302,20
2020,CO,60104,317,19
2020,CO,60112,1322,16
2020,CO,60113,484,29
2020,CO,60114,394,23
2020,CO,60116,2702,29
2020,CO,60117,308,59
2020,CO,60118,239,23
2020,CO,60119,3021,32
2020,CO,60124,452,50
2020,CO,60125,340,22
2020,CO,60126,251,25
2020,CO,60128,606,25
2020,CO,60129,76,23
2020,CO,60130,296,38
2020,CO,61301,101,28
2020,CO,61302,53,32
2020,CO,61303,84,29
2020,CO,61304,26,50
2020,CO,61305,32,32
2020,CO,61309,87,34
2020,CO,61310,34,34
2020,CO,61311,34,28
2020,CO,61312,73,23
2020,CO,61313,42,20
2020,CO,61314,146,22
2020,CO,61315,27,22
2020,CO,61316,34,26
2020,CO,61317,145,24
2020,CO,61320,128,30
2020,CO,61321,82,24
2020,CO,61322,233,31
2020,CO,61323,117,27
2020,CO,61324,184,27
2020,CO,61325,132,34
2020,CO,61326,110,33
2020,CO,61327,224,34
2020,CO,61336,176,19
2020,CO,61344,252,22
2020,CT,70002,5033,28
2020,CT,70003,477,27
2020,CT,70004,285,30
2020,CT,70005,808,16
2020,CT,70006,1369,22
2020,CT,70007,1707,22
2020,CT,70008,359,30
2020,CT,70010,770,20
2020,CT,70011,581,21
2020,CT,70012,203,18
2020,CT,70016,726,22
2020,CT,70017,2030,30
2020,CT,70018,444,26
2020,CT,70020,1411,27
2020,CT,70021,497,25
2020,CT,70022,714,21
2020,CT,70024,526,22
2020,CT,70025,2165,25
2020,CT,70027,594,17
2020,CT,70028,1675,27
2020,CT,70029,388,22
2020,CT,70031,532,18
2020,CT,70033,412,24
2020,CT,70034,947,24
2020,CT,70035,1598,20
2020,CT,70036,783,25
2020,CT,07003F,476,40
2020,DE,80001,994,23
2020,DE,80003,583,15
2020,DE,80004,965,20
2020,DE,80006,592,15
2020,DE,80007,522,32
2020,DE,80009,714,22
2020,DE,08002F,352,35
2020,DC,90001,1670,17
2020,DC,90003,539,12
2020,DC,90004,691,24
2020,DC,90005,2696,28
2020,DC,90008,132,5
2020,DC,90011,607,25
2020,DC,09002F,312,23
2020,FL,100001,3099,29
2020,FL,100002,1804,25
2020,FL,100006,2018,17
2020,FL,100007,12399,18
2020,FL,100008,956,16
2020,FL,100012,5446,26
2020,FL,100014,1040,26
2020,FL,100017,1979,23
2020,FL,100018,2726,26
2020,FL,100019,2234,26
2020,FL,100022,6172,18
2020,FL,100023,1291,22
2020,FL,100025,2666,31
2020,FL,100026,328,23
2020,FL,100028,722,21
2020,FL,100029,1480,14
2020,FL,100030,325,15
2020,FL,100032,644,16
2020,FL,100034,2936,18
2020,FL,100035,1829,20
2020,FL,100038,2636,16
2020,FL,100039,1810,12
2020,FL,100040,3552,33
2020,FL,100043,1101,29
2020,FL,100044,2585,24
2020,FL,100045,1261,21
2020,FL,100046,1514,23
2020,FL,100047,828,31
2020,FL,100048,47,15
2020,FL,100049,539,24
2020,FL,100050,144,6
2020,FL,100051,425,21
2020,FL,100052,3084,22
2020,FL,100053,984,16
2020,FL,100054,362,20
2020,FL,100055,798,22
2020,FL,100057,2425,25
2020,FL,100062,1822,23
2020,FL,100063,1309,21
2020,FL,100067,3114,22
2020,FL,100068,2267,26
2020,FL,100069,926,20
2020,FL,100070,1468,37
2020,FL,100071,995,18
2020,FL,100072,1637,23
2020,FL,100073,2172,21
2020,FL,100075,6744,18
2020,FL,100077,1046,25
2020,FL,100080,1373,15
2020,FL,100081,123,32
2020,FL,100084,3842,27
2020,FL,100086,1689,19
2020,FL,100087,5789,33
2020,FL,100088,527,20
2020,FL,100090,941,25
2020,FL,100092,792,23
2020,FL,100093,730,23
2020,FL,100099,548,20
2020,FL,10009F,530,38
2020,FL,100102,198,10
2020,FL,100105,1326,21
2020,FL,100106,105,22
2020,FL,100107,420,24
2020,FL,100109,1875,26
2020,FL,100110,1103,16
2020,FL,100113,2504,18
2020,FL,100117,617,25
2020,FL,100118,1864,30
2020,FL,100121,474,19
2020,FL,100122,701,19
2020,FL,100124,673,19
2020,FL,100125,348,9
2020,FL,100126,630,19
2020,FL,100127,5610,28
2020,FL,100128,3376,18
2020,FL,100130,120,12
2020,FL,100131,953,16
2020,FL,100132,924,17
2020,FL,100134,67,30
2020,FL,100135,1921,20
2020,FL,100137,899,21
2020,FL,10013F,545,28
2020,FL,100140,491,26
2020,FL,100142,365,21
2020,FL,100150,386,21
2020,FL,100151,577,31
2020,FL,100154,670,17
2020,FL,100156,811,18
2020,FL,100157,4994,21
2020,FL,100161,1134,15
2020,FL,100166,1119,21
2020,FL,100167,1538,13
2020,FL,100168,2721,30
2020,FL,100173,2639,17
2020,FL,100175,133,22
2020,FL,100176,834,15
2020,FL,100177,893,25
2020,FL,100179,2135,15
2020,FL,100180,573,15
2020,FL,100181,28,4
2020,FL,100183,769,19
2020,FL,100187,819,17
2020,FL,100189,952,16
2020,FL,100191,1286,17
2020,FL,100200,755,18
2020,FL,100204,2337,18
2020,FL,100206,674,16
2020,FL,100209,868,16
2020,FL,100211,324,19
2020,FL,100212,2441,21
2020,FL,100213,1043,21
2020,FL,100217,553,31
2020,FL,10021F,770,35
2020,FL,100220,3459,30
2020,FL,100223,1259,17
2020,FL,100224,701,17
2020,FL,100226,1817,15
2020,FL,100228,876,16
2020,FL,100230,680,16
2020,FL,100231,1893,18
2020,FL,100232,765,18
2020,FL,100236,1157,22
2020,FL,100238,1119,18
2020,FL,100242,1316,18
2020,FL,100243,1374,17
2020,FL,100244,2503,28
2020,FL,100246,1058,15
2020,FL,100248,1117,18
2020,FL,100249,973,31
2020,FL,100252,498,17
2020,FL,100253,1342,15
2020,FL,100254,1189,18
2020,FL,100256,1069,18
2020,FL,100258,943,16
2020,FL,100259,907,23
2020,FL,100260,1029,18
2020,FL,100264,1262,21
2020,FL,100265,3347,27
2020,FL,100266,514,29
2020,FL,100267,439,19
2020,FL,100268,801,13
2020,FL,100269,900,14
2020,FL,100275,944,13
2020,FL,100276,1118,13
2020,FL,100281,2705,18
2020,FL,100284,39,3
2020,FL,100285,912,13
2020,FL,100286,1896,30
2020,FL,100287,733,14
2020,FL,100288,745,16
2020,FL,100289,1512,26
2020,FL,100290,3208,34
2020,FL,100291,633,29
2020,FL,100292,1053,29
2020,FL,100296,589,22
2020,FL,100299,569,18
2020,FL,100302,477,17
2020,FL,100307,1702,30
2020,FL,100313,90,33
2020,FL,100314,608,14
2020,FL,100315,1022,35
2020,FL,100316,837,26
2020,FL,100319,1600,25
2020,FL,100320,572,17
2020,FL,100321,1212,30
2020,FL,100329,409,14
2020,FL,10057F,450,40
2020,FL,10063F,399,35
2020,FL,10064F,425,32
2020,FL,10065F,406,36
2020,FL,10099F,423,36
2020,FL,101300,214,34
2020,FL,101301,142,21
2020,FL,101308,102,20
2020,FL,101309,36,12
2020,FL,101310,144,18
2020,FL,101311,40,19
2020,FL,101313,113,37
2020,GA,110001,924,17
2020,GA,110002,524,22
2020,GA,110003,755,18
2020,GA,110005,2461,19
2020,GA,110006,929,25
2020,GA,110007,1820,20
2020,GA,110008,2033,24
2020,GA,110010,474,25
2020,GA,110011,1175,19
2020,GA,110015,339,14
2020,GA,110016,495,12
2020,GA,110018,575,16
2020,GA,110023,510,16
2020,GA,110024,616,15
2020,GA,110025,1092,20
2020,GA,110026,60,20
2020,GA,110027,237,17
2020,GA,110028,471,19
2020,GA,110029,2083,20
2020,GA,110030,998,17
2020,GA,110031,608,16
2020,GA,110032,206,21
2020,GA,110034,824,15
2020,GA,110035,2593,20
2020,GA,110036,2173,18
2020,GA,110038,684,19
2020,GA,110040,41,16
2020,GA,110041,226,19
2020,GA,110042,766,19
2020,GA,110043,774,24
2020,GA,110044,410,21
2020,GA,110045,145,13
2020,GA,110046,307,17
2020,GA,110050,86,18
2020,GA,110051,288,16
2020,GA,110054,449,14
2020,GA,110064,791,13
2020,GA,110069,1424,18
2020,GA,110071,40,12
2020,GA,110073,178,25
2020,GA,110074,1223,19
2020,GA,110075,541,14
2020,GA,110076,564,13
2020,GA,110078,515,13
2020,GA,110079,438,8
2020,GA,110082,727,26
2020,GA,110083,1840,21
2020,GA,110086,82,30
2020,GA,110087,1485,16
2020,GA,110089,380,12
2020,GA,110091,699,12
2020,GA,110092,157,21
2020,GA,110095,691,13
2020,GA,110100,62,24
2020,GA,110104,423,20
2020,GA,110105,507,21
2020,GA,110107,1538,20
2020,GA,110109,125,25
2020,GA,110111,73,21
2020,GA,110113,35,23
2020,GA,110115,736,9
2020,GA,110121,187,19
2020,GA,110122,761,17
2020,GA,110124,399,17
2020,GA,110125,943,17
2020,GA,110128,540,20
2020,GA,110129,732,20
2020,GA,110130,45,7
2020,GA,110132,273,24
2020,GA,110135,112,19
2020,GA,110142,109,19
2020,GA,110143,1118,14
2020,GA,110146,266,15
2020,GA,110150,260,13
2020,GA,110153,188,24
2020,GA,110161,4521,16
2020,GA,110164,1493,18
2020,GA,110165,431,28
2020,GA,110168,1277,22
2020,GA,110177,2074,18
2020,GA,110184,543,16
2020,GA,110189,153,24
2020,GA,110191,1201,14
2020,GA,110192,1075,14
2020,GA,110194,151,17
2020,GA,110198,692,20
2020,GA,110200,580,30
2020,GA,110201,453,20
2020,GA,110215,1711,18
2020,GA,110225,604,23
2020,GA,110226,840,26
2020,GA,110229,1110,16
2020,GA,110230,686,21
2020,GA,110233,258,21
2020,GA,110236,66,19
2020,GA,11029F,374,23
2020,GA,11030F,395,30
2020,GA,11031F,93,36
2020,GA,11032F,536,28
2020,GA,11033F,1365,46
2020,GA,11035F,374,27
2020,GA,111300,26,11
2020,GA,111304,56,33
2020,GA,111306,58,19
2020,GA,111308,31,18
2020,GA,111310,130,23
2020,GA,111313,45,23
2020,GA,111314,41,19
2020,GA,111318,26,22
2020,GA,111319,92,35
2020,GA,111320,132,27
2020,GA,111323,526,41
2020,GA,111324,36,11
2020,GA,111325,58,22
2020,GA,111326,36,24
2020,GA,111327,168,21
2020,GA,111328,44,26
2020,GA,111329,152,25
2020,GA,111330,55,32
2020,GA,111331,56,21
2020,GA,111332,50,16
2020,GA,111333,51,17
2020,GA,111334,59,30
2020,GA,111335,123,16
2020,HI,120001,2424,25
2020,HI,120002,1639,24
2020,HI,120004,123,18
2020,HI,120005,585,21
2020,HI,120006,559,28
2020,HI,120007,355,35
2020,HI,120011,3271,34
2020,HI,120014,388,19
2020,HI,120019,480,21
2020,HI,12001F,1556,29
2020,HI,120022,722,31
2020,HI,120026,690,30
2020,HI,120028,297,23
2020,HI,121300,57,13
2020,ID,130002,1381,25
2020,ID,130003,555,32
2020,ID,130006,2302,29
2020,ID,130007,2510,26
2020,ID,130013,597,22
2020,ID,130014,397,20
2020,ID,130018,995,18
2020,ID,130025,539,29
2020,ID,130028,777,27
2020,ID,13003F,399,44
2020,ID,130049,1249,29
2020,ID,130063,365,52
2020,ID,130065,467,35
2020,ID,130066,617,52
2020,ID,130071,669,26
2020,ID,131302,145,34
2020,ID,131303,33,31
2020,ID,131305,127,46
2020,ID,131307,40,37
2020,ID,131309,61,32
2020,ID,131310,73,20
2020,ID,131311,131,22
2020,ID,131312,180,36
2020,ID,131313,48,29
2020,ID,131314,33,19
2020,ID,131315,112,32
2020,ID,131316,79,34
2020,ID,131318,44,28
2020,ID,131319,87,34
2020,ID,131320,203,36
2020,ID,131321,169,41
2020,ID,131322,187,32
2020,ID,131323,359,36
2020,ID,131325,356,24
2020,ID,131326,239,21
2020,ID,131327,151,18
2020,ID,131328,316,32
2020,IL,140001,327,24
2020,IL,140002,931,33
2020,IL,140007,299,25
2020,IL,140008,719,22
2020,IL,140010,4369,28
2020,IL,140011,518,21
2020,IL,140012,350,18
2020,IL,140013,731,33
2020,IL,140015,1575,34
2020,IL,140018,404,6
2020,IL,140019,42,30
2020,IL,140029,755,21
2020,IL,140030,1093,22
2020,IL,140032,1003,32
2020,IL,140034,328,23
2020,IL,14003F,439,28
2020,IL,140040,243,24
2020,IL,140043,421,28
2020,IL,140046,352,23
2020,IL,140048,492,13
2020,IL,140049,777,16
2020,IL,14004F,237,40
2020,IL,140052,457,26
2020,IL,140053,2115,28
2020,IL,140054,967,17
2020,IL,140058,250,16
2020,IL,140059,179,41
2020,IL,140062,971,33
2020,IL,140063,612,20
2020,IL,140064,552,27
2020,IL,140065,1426,30
2020,IL,140067,4297,28
2020,IL,140068,243,15
2020,IL,140077,41,12
